1.0;17.0;11.0;-13.860864575376917;31.483157289618514;13.0;0.09516610265145045;0.14562153004464148;4.856977122036943
1.0;16.0;9.0;-8.834243453230483;32.24145976748976;18.0;0.08470668467177471;0.1471147418117599;4.511094585205475
1.0;17.0;13.0;-15.099889688026565;24.7507499429456;9.0;0.12079634401570595;0.14290442036934523;6.55256412967355
1.0;17.0;13.0;-15.138054181613885;22.77874459573117;8.0;0.12785594259953292;0.14246190000674433;7.262599810959556
1.0;17.0;10.0;-14.547804443338766;32.7699798455455;13.0;0.10262351275197815;0.14411479385090425;5.061183153830009
1.0;18.0;10.0;-14.699302560118111;32.59576594473586;13.0;0.09807876440932797;0.14497862115216234;4.9233909171403125
1.0;17.0;8.0;-13.763278898112159;37.11604159822838;17.0;0.09752749673738337;0.14515084084468163;4.894479255671166
1.0;18.0;9.0;-15.901841884344515;34.515748090341674;6.0;0.13763491365988426;0.14473423124602242;7.253749619879351
1.0;17.0;8.0;-12.66925251405839;36.47431823898089;16.0;0.10390548744899315;0.14414919574465224;5.151398668474927
1.0;17.0;9.0;-24.56885826218862;37.83514399530179;10.0;0.127386678281658;0.14198256221641312;6.5961442805190575
1.0;15.0;8.0;-10.978912014953144;30.62621291499149;5.0;0.1426622557368679;0.14767796023825602;7.516107467521363
1.0;16.0;9.0;-7.727558663220192;32.82757438671235;22.0;0.05509654353187711;0.15262371365464372;3.9391331116718784
1.0;15.0;8.0;-1.4270701436136282;35.47062025139262;21.0;0.08998314712481402;0.14696254124535754;4.748563989946608
1.0;18.0;11.0;-21.031712511201853;24.2077437351405;17.0;0.053310173400695784;0.1544060666055368;4.022651809827941
1.0;16.0;10.0;-13.246438693895218;33.50673510615387;16.0;0.08552530409352242;0.1468507727128879;4.492125128012798
1.0;16.0;9.0;-7.687716891203599;34.600373186876304;19.0;0.07733510430246564;0.1484645934574865;4.330527534744637
1.0;16.0;9.0;-12.199441562882415;32.748254885295985;14.0;0.11068826999775208;0.1430722468055399;5.458038944589884
1.0;17.0;10.0;-13.274841922000077;33.42639337136512;15.0;0.08656197760019405;0.1466935106609036;4.524227388841459
1.0;14.0;13.0;-7.171913899462716;36.89132050587774;18.0;0.05956670673822895;0.15810273610829886;4.1629670600614554
1.0;19.0;12.0;-13.897453657438891;21.862838004850552;19.0;0.014475440449632995;0.1653241580876547;3.7407583170472494
1.0;16.0;9.0;-8.596175731224843;34.69134421271564;18.0;0.08438144601828407;0.1472037140860272;4.493911921130498
1.0;15.0;10.0;-9.173291297819222;34.6528690248353;17.0;0.08614822199475033;0.14699205052789457;4.523990404563431
1.0;18.0;10.0;-13.955510385824654;33.24530443157009;14.0;0.08953247457463506;0.1463953929443317;4.6412642728625
1.0;14.0;10.0;-10.205363836026738;31.633207085612323;15.0;0.11242593364878953;0.1465357659722934;5.809010334626584
1.0;17.0;10.0;-13.446063089580633;34.133061467791286;14.0;0.09467073905838387;0.1453550861562847;4.763645061778936
1.0;17.0;10.0;-13.577218608160113;33.60877638646952;15.0;0.08650850872502096;0.14670476695882662;4.52130475140417
1.0;18.0;9.0;-15.199489526227385;34.908971520602826;8.0;0.1331403060646912;0.14249154926821944;7.151866952405275
1.0;15.0;9.0;-5.841003456996579;32.555141805870136;18.0;0.09369386721147922;0.1460107916635769;4.820541352579424
1.0;18.0;9.0;-15.726990165441949;33.10813229723441;15.0;0.09173599436853146;0.14576330763528353;4.661902672426247
1.0;17.0;10.0;-15.088878434975534;33.09536992026953;14.0;0.09469015834293336;0.14534542289813024;4.764907414723934
1.0;18.0;9.0;-12.716755891899627;32.99693518841318;12.0;0.11365525794928441;0.14262700475178408;5.599769878098466
1.0;16.0;13.0;-13.885896639581212;25.70103081167958;7.0;0.13257178956738971;0.14287367570932044;7.4818865215892565
1.0;17.0;9.0;-14.455613808501138;35.37956520453392;15.0;0.09760435463541506;0.14486207447283908;4.848560606405185
1.0;17.0;9.0;-21.994827545396536;37.376475156260526;12.0;0.11693759850540236;0.14245773251117108;5.762679628508471
1.0;18.0;9.0;-16.04573243929914;33.01694342161113;15.0;0.09172932969394144;0.14576596793300298;4.6614974426029825
1.0;16.0;11.0;-14.853455894632607;32.75628710938332;13.0;0.09988325200826854;0.14466285725786004;4.974823620641475
1.0;15.0;9.0;-11.447818734538465;30.908683668969886;15.0;0.11135211734070555;0.14327949723774544;5.557812544608181
1.0;19.0;9.0;-12.970894329457785;34.115673569414035;11.0;0.11642159138423687;0.14236036455583922;5.775196322467491
1.0;14.0;8.0;0.25938627758759525;37.41279932745094;17.0;0.12056141744563793;0.14575469066756852;6.48434896769567
1.0;19.0;13.0;-14.324447805183244;23.36272491369231;19.0;0.0029336746599743896;0.1698098452352381;3.7271894125155236
1.0;18.0;10.0;-13.370192983740871;35.62733708960522;17.0;0.06183142931548727;0.15153020621507837;4.026232488103767
1.0;19.0;9.0;-12.355365307241005;37.18095435648183;17.0;0.06825137811323125;0.15010549768973033;4.112119388984288
1.0;16.0;9.0;-9.804064881155268;32.206079759243835;18.0;0.08455937371286568;0.147122955628133;4.503295715449961
1.0;19.0;12.0;-27.419416407295994;31.07530872645615;14.0;0.06806728438604898;0.15292723189331903;4.374484555338924
1.0;21.0;12.0;-16.710602923985295;21.42710614838498;11.0;0.17772155212708904;0.19545970333043036;1000.0
1.0;13.0;8.0;3.460272249846544;40.37260925350826;19.0;0.1716214182156521;0.1838773419512469;1000.0
1.0;17.0;11.0;-23.641292850634876;37.74834942711373;14.0;0.0847017662982117;0.14774948112146608;4.500005002920227
1.0;18.0;9.0;-16.096578385020166;35.185979496507784;8.0;0.13310009248906138;0.14248337674704523;7.141052082632409
1.0;16.0;10.0;-12.021110640663697;31.56249313983671;15.0;0.09371375093448012;0.1454873302872974;4.742965695098746
1.0;16.0;10.0;-6.55306029689066;32.016605411463395;16.0;0.08655865768395588;0.14674296930518416;4.548150974358783
1.0;17.0;10.0;-15.812672920706316;26.946297763770197;18.0;0.06258826964152174;0.15128558756681082;4.06243783849597
1.0;18.0;10.0;-16.78198018506581;33.253401184645654;14.0;0.08929374088745713;0.14644643808800223;4.627361068117491
1.0;16.0;9.0;-9.290445041017541;32.58862564032799;18.0;0.08456979939677907;0.14712929918601275;4.503846778158922
1.0;19.0;8.0;-14.798687193810647;34.74780460564508;20.0;0.05998672316630743;0.15145567990997577;3.966423079803817
1.0;17.0;10.0;-13.303383509590814;33.60901354714692;14.0;0.09470715768157932;0.14533520848981005;4.766013009693907
1.0;17.0;8.0;-14.296102676707964;37.160726133147726;15.0;0.10964744372699652;0.14336457195682087;5.415043038245235
1.0;15.0;9.0;-11.55737469651063;30.680330195053656;10.0;0.13271110898151103;0.14251335706620288;7.269290064131419
