2.0;16.0;19.0;0.0;37.0;8.0;0.06830777043835116;0.13591759552274987
2.0;16.0;14.0;-16.672869501802243;30.330852199279104;18.0;-0.034724398169925355;0.14618426680423713
1.0;16.0;9.0;-18.67629260576709;25.24278054567468;15.0;0.0835174400689937;0.13491412284489548
2.0;16.0;5.0;-23.32370739423291;21.75721945432532;13.0;0.12808001435014635;0.14219304911679678
1.0;16.0;6.0;-17.67003948765434;22.77665350411522;20.0;0.09677198198922642;0.1352178100085934
2.0;16.0;17.0;1.670039487654336;29.223346495884783;15.0;-0.033563016404733685;0.14593385078541327
1.0;16.0;8.0;-11.47480965756343;22.95184986829363;20.0;0.06305384962900243;0.13619304455778383
2.0;16.0;11.0;-19.52519034243657;26.048150131706375;18.0;0.024892251907690743;0.1403639191007424
2.0;16.0;13.0;-18.0;29.0;16.0;0.012567719105954115;0.14109866433452317
0.0;16.0;10.0;-16.40354214473089;24.210626434192665;14.0;0.12287075324227412;0.15115316581514582
1.0;15.0;13.0;-9.979335480094726;28.673554839968425;14.0;0.05530676655671471;0.1367341053069919
1.0;15.0;12.0;-14.020664519905274;27.326445160031575;14.0;0.06500574842220146;0.13590266385590155
1.0;16.0;10.0;-9.999999999999998;27.256655985256653;11.0;0.10284008380402423;0.1347800292109869
2.0;16.0;17.0;-9.999999999999998;33.74334401474334;14.0;-0.020202648080099913;0.14413847243401037
2.0;16.0;12.0;-22.0;27.0;18.0;0.005538397035754851;0.14218537036906162
1.0;16.0;8.0;-8.114036452777436;25.611403645277747;8.0;0.1266833105139274;0.14052430200423466
1.0;16.0;8.0;-14.0;24.0;19.0;0.06963892507797878;0.13571870077674592
1.0;16.0;11.0;-21.385156402060215;26.95406256082408;13.0;0.0771190728818438;0.13508558789388248
2.0;16.0;17.0;-25.15609659550396;29.834146415730466;19.0;-0.11325953893313268;0.15569850248104025
2.0;16.0;17.0;-7.843903404496042;31.165853584269534;16.0;-0.05568806639424912;0.14831166396095327
0.0;16.0;13.0;-14.531981784540063;26.957357620613248;16.0;0.11642838930501433;0.15777653376004055
1.0;16.0;14.0;-13.0;29.0;15.0;0.024933136259069906;0.14011092258872976
1.0;16.0;8.0;-50.42616427653677;29.8295342893853;20.0;0.06231962585102146;0.13773314882443438
2.0;16.0;17.0;-39.57383572346325;34.17046571061471;17.0;-0.07372679984473494;0.1517805405799
2.0;16.0;15.0;-23.61592657842285;29.34218143245714;17.0;-0.037826963135388116;0.14655125324381704
1.0;16.0;8.0;-13.384073421577149;23.657818567542858;19.0;0.06983130603012676;0.13572405005059116
1.0;16.0;10.0;-17.658101158470277;26.596399485124323;15.0;0.06974268993124877;0.1354170687801369
1.0;16.0;13.0;-11.341898841529726;29.403600514875677;14.0;0.04721457764367602;0.1374442016291172
2.0;16.0;13.0;-3.485918534607188;25.889839685987255;18.0;-0.010331986195919908;0.14379022349739345
2.0;16.0;13.0;-18.51408146539281;29.110160314012745;16.0;0.012466447941705714;0.1411188004239176
1.0;16.0;9.0;-6.815052470078294;24.51858642002237;18.0;0.060383196562958985;0.13615967952445177
2.0;16.0;18.0;-45.1849475299217;35.481413579977634;17.0;-0.09019310029670187;0.15436976497484356
2.0;16.0;14.0;-10.954827566705681;27.648683390898448;16.0;-0.0027129049833115536;0.142576575028392
1.0;16.0;13.0;-12.045172433294319;27.351316609101552;15.0;0.03537207482939403;0.13858555736237832
2.0;16.0;16.0;-10.0;33.0;14.0;-0.005062919643109249;0.14253023146168933
0.0;16.0;14.0;-8.490885589346751;33.0;11.0;0.12673036221029615;0.15764472446966935
2.0;16.0;12.0;-16.32169104111786;29.0;16.0;0.029223579879249107;0.1395679287536587
2.0;16.0;16.0;-24.678308958882145;29.0;17.0;-0.056139318404013434;0.14866533989974995
0.0;16.0;12.0;-25.23144685269819;26.953710629460357;16.0;0.11723018536820042;0.15555201025361787
2.0;16.0;19.0;0.0;32.0;16.0;-0.08862425238485831;0.15242096380425335
1.0;16.0;10.0;-11.526497815735649;26.078917030710727;18.0;0.04189944452103988;0.13740753132891245
1.0;16.0;10.0;-18.47350218426435;24.921082969289277;15.0;0.070342963249469;0.13545377385239812
2.0;16.0;16.0;-10.0;33.0;14.0;-0.005062919643109249;0.14253023146168933
2.0;16.0;16.0;-10.0;33.0;14.0;-0.005062919643109249;0.14253023146168933
2.0;16.0;17.0;-4.0;30.0;16.0;-0.05408981835593157;0.14820103592906606
2.0;16.0;17.0;-4.0;30.0;16.0;-0.05408981835593157;0.14820103592906606
2.0;16.0;16.0;2.876906271133607;32.77494553511047;11.0;0.0467022234790122;0.1376390204335844
